incident_unique_id,eyear,state,incidentnum,incidentname,emonth,eday,edoy,syear,smonth,sday,sdoy,area_km2,costs,fatalities,home.destroyed,home.threat,max.pers,max.aerial,tot.pers,tot.aerial,max.agency.support,cause,confidence,geometry
AK-UYD-000462|2013|1,2013,,AK-UYD-000462,Shoulder Mountain,7,28,205,2013,6,28,179,1.011715,9e4,0,0,0,0,0,0,0,0,Lightning,H,"c(-143.536667, 67.863333)"
AK-UYD-000469|2013|1,2013,,AK-UYD-000469,North Porcupine,8,30,240,2013,6,29,180,95.36830276,5e5,0,0,17,26,0,80,0,2,Lightning,H,"c(-142.093056, 67.186944)"
AK-UYD-000475|2013|1,2013,,AK-UYD-000475,Joint Lake,8,25,232,2013,6,29,180,17.6847782,228541,0,0,0,48,0,351,0,3,Lightning,H,"c(-145.276944, 67.219444)"
AK-UYD-000495|2013|1,2013,,AK-UYD-000495,DISCOVERY CREEK,8,28,240,2013,7,1,182,54.52658226799999,105603,0,0,0,4,0,4,0,1,Lightning,H,"c(-145.683333, 65.966667)"
AK-UYD-000498|2013|1,2013,,AK-UYD-000498,Bull Creek #2,7,24,205,2013,7,2,183,2.52524064,10500,0,0,0,0,0,0,0,0,Lightning,H,"c(-141.358889, 65.949722)"
AK-UYD-000506|2013|1,2013,,AK-UYD-000506,Birch Creek,8,25,234,2013,7,3,184,107.21750884,24e5,0,0,60,233,0,2906,0,7,Lightning,H,"c(-144.3, 66.377778)"
AK-UYD-000550|2013|1,2013,,AK-UYD-000550,Koness,7,24,205,2013,7,15,196,5.755848978,2e3,0,0,0,0,0,0,0,0,Lightning,H,"c(-144.116667, 67.983333)"
AK-UYD-000551|2013|1,2013,,AK-UYD-000551,Big Fish Lake,7,24,205,2013,7,15,196,4.3074777840000005,23611,0,0,0,0,0,0,0,0,Lightning,H,"c(-144.05, 67.983333)"
AK-UYD-000588|2013|1,2013,,AK-UYD-000588,Twin Lakes,8,31,218,2013,7,27,208,0.20638986,379988,0,0,0,42,0,230,0,1,Lightning,H,"c(-147.278056, 66.211944)"
AK-UYD-000652|2013|1,2013,,AK-UYD-000652,Beaverdam Lake,8,10,222,2013,8,3,215,0.07284348,129877,0,0,0,22,0,154,0,1,Lightning,H,"c(-147.731111, 66.181111)"
AK-UYD-000661|2013|1,2013,,AK-UYD-000661,Crater Creek,8,18,230,2013,8,4,216,6.61256924,1790216,0,0,0,121,0,1222,0,3,Human,H,"c(-146.956667, 67.125278)"
AK-UYD-326|2013|1,2013,,AK-UYD-326,Marten Creek,7,27,192,2013,6,20,171,3.04323872,523e3,0,0,0,41,0,159,0,1,Lightning,H,"c(-145.631667, 67.394722)"
AL-ALS-0001|2002|1,2002,AL,AL-ALS-0001,YTD mid-june,6,25,176,2002,6,25,176,0,0,0,23,829,0,0,0,0,0,Human,NF,"c(0, 0)"
AL-ALS-0002|2002|1,2002,AL,AL-ALS-0002,SUM July,8,1,213,2002,6,15,166,0,0,0,1,13,0,0,0,0,0,Human,NF,"c(0, 0)"
AL-ALS-05YTD919|2005|1,2005,AL,AL-ALS-05YTD919,Year to date,9,19,262,2005,9,19,262,0,0,0,16,725,0,0,0,0,0,Unk,L,"c(0, 0)"
AL-ALS-061215|2006|1,2006,AL,AL-ALS-061215,End of Year,12,13,347,2006,12,13,347,0.40468600000000005,0,0,18,900,0,0,0,0,0,Human,L,"c(0, 0)"
